text,label
Dr. Reddy's stock plunges 9% amid concerns over debt levels.,negative
Shares of Maruti Suzuki fall after weak Q3 results.,negative
Tata Motors faces regulatory investigation over irregularities.,negative
Analysts upgrade Titan Company on improved growth outlook.,positive
Cipla reports a 5% decline in net profit.,negative
Shares of Reliance Industries surge after strong Q3 results.,positive
Hindustan Unilever stock hits 52-week high on strong demand.,positive
Hindustan Unilever announces organizational restructuring.,neutral
Investors cheer as JSW Steel secures major contract worth INR 2068 crore.,positive
Investors cheer as Axis Bank secures major contract worth INR 367 crore.,positive
HCL Technologies stock plunges 17% amid concerns over debt levels.,negative
Analysts downgrade Tech Mahindra citing poor performance.,negative
Bajaj Finance completes acquisition of Logistics Inc.,neutral
Tech Mahindra schedules board meeting for Q2.,neutral
Kotak Mahindra Bank posts losses of INR 1745 crore this quarter.,negative
TCS posts losses of INR 1042 crore this quarter.,negative
Power Grid announces organizational restructuring.,neutral
Mahindra & Mahindra completes acquisition of Energy Solutions.,neutral
Axis Bank announces leadership changes in key divisions.,neutral
Bajaj Finance completes acquisition of Energy Solutions.,neutral
Analysts upgrade Maruti Suzuki on improved growth outlook.,positive
Investors exit Maruti Suzuki after disappointing Q1 guidance.,negative
Shares of Asian Paints trade flat amid mixed market sentiment.,neutral
SBI faces legal challenges impacting market confidence.,negative
SBI reports robust performance with revenue of INR 1642 crore in Q3.,positive
TCS beats market expectations with 11% profit growth.,positive
Cipla stock plunges 12% amid concerns over debt levels.,negative
Tech Mahindra completes successful acquisition of Digital Services.,positive
Tech Mahindra reports robust performance with revenue of INR 4207 crore in Q2.,positive
Titan Company announces organizational restructuring.,neutral
Dr. Reddy's announces 9% increase in dividend payout.,positive
Market participants await Tech Mahindra quarterly results.,neutral
Bharti Airtel faces regulatory investigation over irregularities.,negative
HDFC Bank announces 14% increase in dividend payout.,positive
Regulatory action against Wipro triggers sell-off.,negative
UltraTech Cement posts losses of INR 4066 crore this quarter.,negative
UltraTech Cement reports robust performance with revenue of INR 2739 crore in Q4.,positive
Shares of Power Grid trade flat amid mixed market sentiment.,neutral
Investors cheer as JSW Steel secures major contract worth INR 394 crore.,positive
Dr. Reddy's stock hits 52-week high on strong demand.,positive
Regulatory action against Power Grid triggers sell-off.,negative
Shares of Bajaj Finance trade flat amid mixed market sentiment.,neutral
HDFC Bank faces legal challenges impacting market confidence.,negative
Bharti Airtel reports robust performance with revenue of INR 4099 crore in Q2.,positive
Asian Paints beats market expectations with 19% profit growth.,positive
HDFC Bank misses earnings estimates with 10% drop in profit.,negative
Shares of Bajaj Finance trade flat amid mixed market sentiment.,neutral
Reliance Industries introduces a new product line in the domestic market.,neutral
Dr. Reddy's faces legal challenges impacting market confidence.,negative
Regulatory action against UltraTech Cement triggers sell-off.,negative
Sun Pharma reports robust performance with revenue of INR 2089 crore in Q1.,positive
Infosys posts record profits of INR 2033 crore.,positive
Mahindra & Mahindra schedules board meeting for Q1.,neutral
Bajaj Finance stock hits 52-week high on strong demand.,positive
Bharti Airtel announces organizational restructuring.,neutral
Infosys announces organizational restructuring.,neutral
Reliance Industries completes acquisition of Financial Corp.,neutral
Analysts upgrade Bajaj Finance on improved growth outlook.,positive
TCS reports robust performance with revenue of INR 162 crore in Q2.,positive
Bajaj Finance introduces a new product line in the domestic market.,neutral
Hindustan Unilever reports a 7% decline in net profit.,negative
Shares of ITC surge after strong Q4 results.,positive
Analysts downgrade Axis Bank citing poor performance.,negative
HCL Technologies announces organizational restructuring.,neutral
Mahindra & Mahindra completes acquisition of Digital Services.,neutral
UltraTech Cement schedules board meeting for Q2.,neutral
ICICI Bank announces organizational restructuring.,neutral
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Shares of Maruti Suzuki trade flat amid mixed market sentiment.,neutral
Dr. Reddy's reports a 22% decline in net profit.,negative
Tech Mahindra beats market expectations with 17% profit growth.,positive
Shares of Adani Ports surge after strong Q3 results.,positive
Power Grid stock plunges 5% amid concerns over debt levels.,negative
SBI beats market expectations with 7% profit growth.,positive
Axis Bank posts record profits of INR 215 crore.,positive
Tech Mahindra announces leadership changes in key divisions.,neutral
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Reliance Industries stock plunges 23% amid concerns over debt levels.,negative
Market participants await Tech Mahindra quarterly results.,neutral
Dr. Reddy's reports robust performance with revenue of INR 1038 crore in Q2.,positive
HCL Technologies announces leadership changes in key divisions.,neutral
Adani Ports reports robust performance with revenue of INR 1218 crore in Q1.,positive
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
Analysts downgrade Mahindra & Mahindra citing poor performance.,negative
Power Grid completes successful acquisition of Industrial Group.,positive
Adani Ports completes successful acquisition of Financial Corp.,positive
ITC stock hits 52-week high on strong demand.,positive
Shares of HCL Technologies trade flat amid mixed market sentiment.,neutral
Asian Paints faces regulatory investigation over irregularities.,negative
Shares of Maruti Suzuki fall after weak Q4 results.,negative
Investors cheer as Bharti Airtel secures major contract worth INR 3071 crore.,positive
Investors cheer as Sun Pharma secures major contract worth INR 4964 crore.,positive
Dr. Reddy's faces regulatory investigation over irregularities.,negative
Adani Ports schedules board meeting for Q4.,neutral
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Shares of Tech Mahindra trade flat amid mixed market sentiment.,neutral
Kotak Mahindra Bank beats market expectations with 13% profit growth.,positive
HDFC Bank schedules board meeting for Q4.,neutral
Wipro beats market expectations with 19% profit growth.,positive
Wipro posts losses of INR 4719 crore this quarter.,negative
ITC completes acquisition of Financial Corp.,neutral
Sun Pharma stock plunges 22% amid concerns over debt levels.,negative
Investors exit Reliance Industries after disappointing Q1 guidance.,negative
Investors cheer as Tata Motors secures major contract worth INR 241 crore.,positive
Shares of Dr. Reddy's fall after weak Q4 results.,negative
SBI completes successful acquisition of Energy Solutions.,positive
Sun Pharma reports a 8% decline in net profit.,negative
Shares of Mahindra & Mahindra surge after strong Q3 results.,positive
Shares of Bharti Airtel trade flat amid mixed market sentiment.,neutral
Investors cheer as Cipla secures major contract worth INR 4718 crore.,positive
Investors exit Sun Pharma after disappointing Q3 guidance.,negative
Regulatory action against Infosys triggers sell-off.,negative
TCS announces organizational restructuring.,neutral
Maruti Suzuki announces 17% increase in dividend payout.,positive
Mahindra & Mahindra beats market expectations with 31% profit growth.,positive
Hindustan Unilever reports robust performance with revenue of INR 4724 crore in Q3.,positive
Shares of Cipla surge after strong Q2 results.,positive
Shares of ICICI Bank trade flat amid mixed market sentiment.,neutral
Bajaj Finance announces organizational restructuring.,neutral
Sun Pharma stock hits 52-week high on strong demand.,positive
Hindustan Unilever announces organizational restructuring.,neutral
Market participants await Cipla quarterly results.,neutral
Shares of Titan Company fall after weak Q1 results.,negative
Analysts downgrade SBI citing poor performance.,negative
Cipla reports a 32% rise in quarterly revenue.,positive
Dr. Reddy's reports robust performance with revenue of INR 2865 crore in Q1.,positive
Dr. Reddy's announces leadership changes in key divisions.,neutral
Titan Company reports a 18% decline in net profit.,negative
Shares of TCS surge after strong Q3 results.,positive
Infosys completes successful acquisition of Logistics Inc.,positive
Analysts upgrade ITC on improved growth outlook.,positive
Market participants await TCS quarterly results.,neutral
Kotak Mahindra Bank announces organizational restructuring.,neutral
Analysts downgrade Bajaj Finance citing poor performance.,negative
UltraTech Cement beats market expectations with 18% profit growth.,positive
Infosys reports a 4% decline in net profit.,negative
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Shares of Infosys fall after weak Q3 results.,negative
Analysts downgrade TCS citing poor performance.,negative
ITC completes acquisition of Digital Services.,neutral
TCS posts record profits of INR 2986 crore.,positive
Wipro stock plunges 23% amid concerns over debt levels.,negative
Tata Motors completes successful acquisition of Tech Solutions.,positive
Reliance Industries reports a 12% decline in net profit.,negative
Analysts downgrade Bharti Airtel citing poor performance.,negative
Axis Bank reports a 28% rise in quarterly revenue.,positive
Hindustan Unilever reports robust performance with revenue of INR 3064 crore in Q1.,positive
Investors cheer as SBI secures major contract worth INR 355 crore.,positive
Tech Mahindra misses earnings estimates with 23% drop in profit.,negative
Power Grid stock hits 52-week high on strong demand.,positive
Investors exit Bharti Airtel after disappointing Q2 guidance.,negative
Market participants await UltraTech Cement quarterly results.,neutral
Tata Motors faces legal challenges impacting market confidence.,negative
UltraTech Cement stock hits 52-week high on strong demand.,positive
Dr. Reddy's reports a 9% decline in net profit.,negative
Bajaj Finance reports a 11% decline in net profit.,negative
Regulatory action against HDFC Bank triggers sell-off.,negative
Regulatory action against Asian Paints triggers sell-off.,negative
Shares of Wipro surge after strong Q4 results.,positive
Adani Ports schedules board meeting for Q2.,neutral
Investors exit Cipla after disappointing Q4 guidance.,negative
Kotak Mahindra Bank completes acquisition of Industrial Group.,neutral
Bharti Airtel faces legal challenges impacting market confidence.,negative
Market participants await TCS quarterly results.,neutral
Power Grid beats market expectations with 23% profit growth.,positive
Power Grid completes acquisition of Capital Ltd.,neutral
Shares of Infosys surge after strong Q4 results.,positive
Mahindra & Mahindra beats market expectations with 30% profit growth.,positive
Kotak Mahindra Bank faces regulatory investigation over irregularities.,negative
Bharti Airtel announces 25% increase in dividend payout.,positive
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Shares of TCS surge after strong Q2 results.,positive
Shares of Bajaj Finance surge after strong Q2 results.,positive
JSW Steel stock hits 52-week high on strong demand.,positive
Market participants await Cipla quarterly results.,neutral
ITC stock plunges 16% amid concerns over debt levels.,negative
Adani Ports beats market expectations with 21% profit growth.,positive
Market participants await HDFC Bank quarterly results.,neutral
Market participants await JSW Steel quarterly results.,neutral
ITC posts losses of INR 599 crore this quarter.,negative
SBI introduces a new product line in the domestic market.,neutral
Kotak Mahindra Bank posts losses of INR 2423 crore this quarter.,negative
ICICI Bank posts record profits of INR 413 crore.,positive
JSW Steel reports a 25% decline in net profit.,negative
Hindustan Unilever stock plunges 13% amid concerns over debt levels.,negative
TCS stock hits 52-week high on strong demand.,positive
Bajaj Finance introduces a new product line in the domestic market.,neutral
HCL Technologies announces 26% increase in dividend payout.,positive
Regulatory action against Adani Ports triggers sell-off.,negative
Market participants await Mahindra & Mahindra quarterly results.,neutral
Reliance Industries announces organizational restructuring.,neutral
Wipro posts losses of INR 2344 crore this quarter.,negative
HCL Technologies posts record profits of INR 2857 crore.,positive
Infosys stock plunges 20% amid concerns over debt levels.,negative
Shares of Kotak Mahindra Bank fall after weak Q3 results.,negative
Tata Motors beats market expectations with 26% profit growth.,positive
Dr. Reddy's schedules board meeting for Q3.,neutral
Kotak Mahindra Bank announces leadership changes in key divisions.,neutral
Market participants await JSW Steel quarterly results.,neutral
Investors exit SBI after disappointing Q4 guidance.,negative
Maruti Suzuki reports a 11% rise in quarterly revenue.,positive
Cipla announces 24% increase in dividend payout.,positive
Tech Mahindra announces leadership changes in key divisions.,neutral
Regulatory action against HCL Technologies triggers sell-off.,negative
Shares of Tech Mahindra surge after strong Q4 results.,positive
Market participants await Mahindra & Mahindra quarterly results.,neutral
Power Grid announces organizational restructuring.,neutral
Wipro misses earnings estimates with 12% drop in profit.,negative
Infosys announces leadership changes in key divisions.,neutral
Regulatory action against Maruti Suzuki triggers sell-off.,negative
ITC schedules board meeting for Q3.,neutral
Hindustan Unilever announces organizational restructuring.,neutral
Tata Motors faces legal challenges impacting market confidence.,negative
UltraTech Cement stock hits 52-week high on strong demand.,positive
TCS reports a 6% decline in net profit.,negative
Shares of Hindustan Unilever fall after weak Q3 results.,negative
Analysts upgrade Mahindra & Mahindra on improved growth outlook.,positive
TCS reports robust performance with revenue of INR 1356 crore in Q4.,positive
Shares of Bajaj Finance fall after weak Q4 results.,negative
Mahindra & Mahindra faces legal challenges impacting market confidence.,negative
Shares of Tata Motors surge after strong Q3 results.,positive
Bharti Airtel announces leadership changes in key divisions.,neutral
Maruti Suzuki announces leadership changes in key divisions.,neutral
Investors exit Adani Ports after disappointing Q4 guidance.,negative
HDFC Bank stock hits 52-week high on strong demand.,positive
Maruti Suzuki beats market expectations with 13% profit growth.,positive
ITC posts losses of INR 3046 crore this quarter.,negative
Investors exit Maruti Suzuki after disappointing Q2 guidance.,negative
ICICI Bank posts record profits of INR 4525 crore.,positive
Kotak Mahindra Bank misses earnings estimates with 18% drop in profit.,negative
Analysts downgrade Tech Mahindra citing poor performance.,negative
Market participants await Wipro quarterly results.,neutral
Infosys stock hits 52-week high on strong demand.,positive
HCL Technologies introduces a new product line in the domestic market.,neutral
Bajaj Finance reports a 13% decline in net profit.,negative
ITC announces organizational restructuring.,neutral
Axis Bank stock hits 52-week high on strong demand.,positive
JSW Steel beats market expectations with 27% profit growth.,positive
Cipla misses earnings estimates with 20% drop in profit.,negative
Cipla posts losses of INR 4549 crore this quarter.,negative
Shares of Bharti Airtel trade flat amid mixed market sentiment.,neutral
Tata Motors completes successful acquisition of Digital Services.,positive
Regulatory action against Cipla triggers sell-off.,negative
Shares of Titan Company trade flat amid mixed market sentiment.,neutral
Analysts downgrade Tata Motors citing poor performance.,negative
Analysts upgrade UltraTech Cement on improved growth outlook.,positive
Mahindra & Mahindra completes successful acquisition of Industrial Group.,positive
Cipla stock plunges 7% amid concerns over debt levels.,negative
Shares of SBI fall after weak Q3 results.,negative
Shares of Mahindra & Mahindra trade flat amid mixed market sentiment.,neutral
Bajaj Finance introduces a new product line in the domestic market.,neutral
SBI posts losses of INR 4838 crore this quarter.,negative
HCL Technologies beats market expectations with 8% profit growth.,positive
Wipro stock plunges 15% amid concerns over debt levels.,negative
HDFC Bank faces legal challenges impacting market confidence.,negative
JSW Steel stock hits 52-week high on strong demand.,positive
Power Grid completes successful acquisition of Financial Corp.,positive
ITC misses earnings estimates with 10% drop in profit.,negative
TCS stock hits 52-week high on strong demand.,positive
Reliance Industries faces legal challenges impacting market confidence.,negative
Reliance Industries posts record profits of INR 3446 crore.,positive
Cipla faces regulatory investigation over irregularities.,negative
ITC introduces a new product line in the domestic market.,neutral
Market participants await Bajaj Finance quarterly results.,neutral
Wipro completes successful acquisition of Digital Services.,positive
Shares of Axis Bank surge after strong Q2 results.,positive
Tech Mahindra announces leadership changes in key divisions.,neutral
Wipro stock plunges 17% amid concerns over debt levels.,negative
Mahindra & Mahindra completes successful acquisition of Logistics Inc.,positive
Shares of Cipla surge after strong Q3 results.,positive
Analysts upgrade Asian Paints on improved growth outlook.,positive
Shares of UltraTech Cement trade flat amid mixed market sentiment.,neutral
Regulatory action against Kotak Mahindra Bank triggers sell-off.,negative
Adani Ports announces leadership changes in key divisions.,neutral
Adani Ports announces organizational restructuring.,neutral
Power Grid faces legal challenges impacting market confidence.,negative
SBI announces 21% increase in dividend payout.,positive
Cipla completes successful acquisition of Capital Ltd.,positive
Power Grid faces legal challenges impacting market confidence.,negative
Analysts downgrade Bharti Airtel citing poor performance.,negative
Titan Company announces leadership changes in key divisions.,neutral
Investors cheer as TCS secures major contract worth INR 4847 crore.,positive
Dr. Reddy's introduces a new product line in the domestic market.,neutral
Bajaj Finance faces legal challenges impacting market confidence.,negative
UltraTech Cement beats market expectations with 7% profit growth.,positive
Infosys completes acquisition of Industrial Group.,neutral
Investors cheer as Reliance Industries secures major contract worth INR 837 crore.,positive
Sun Pharma reports robust performance with revenue of INR 260 crore in Q4.,positive
Shares of Cipla surge after strong Q1 results.,positive
Adani Ports announces leadership changes in key divisions.,neutral
Bharti Airtel reports a 17% rise in quarterly revenue.,positive
Tata Motors reports a 25% rise in quarterly revenue.,positive
Hindustan Unilever misses earnings estimates with 8% drop in profit.,negative
ICICI Bank announces 19% increase in dividend payout.,positive
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Maruti Suzuki completes acquisition of Tech Solutions.,neutral
Regulatory action against Tata Motors triggers sell-off.,negative
Dr. Reddy's announces organizational restructuring.,neutral
Investors cheer as HCL Technologies secures major contract worth INR 2439 crore.,positive
Market participants await Hindustan Unilever quarterly results.,neutral
UltraTech Cement announces 13% increase in dividend payout.,positive
Shares of Kotak Mahindra Bank trade flat amid mixed market sentiment.,neutral
Adani Ports announces 12% increase in dividend payout.,positive
Kotak Mahindra Bank posts losses of INR 2438 crore this quarter.,negative
Investors exit Bajaj Finance after disappointing Q4 guidance.,negative
Infosys faces legal challenges impacting market confidence.,negative
Tech Mahindra introduces a new product line in the domestic market.,neutral
Wipro announces leadership changes in key divisions.,neutral
Shares of Bharti Airtel surge after strong Q2 results.,positive
Shares of Hindustan Unilever trade flat amid mixed market sentiment.,neutral
Investors exit Tech Mahindra after disappointing Q2 guidance.,negative
HDFC Bank schedules board meeting for Q2.,neutral
Bajaj Finance introduces a new product line in the domestic market.,neutral
HCL Technologies announces 25% increase in dividend payout.,positive
Hindustan Unilever posts losses of INR 4560 crore this quarter.,negative
JSW Steel reports a 11% rise in quarterly revenue.,positive
Tata Motors announces leadership changes in key divisions.,neutral
ITC completes acquisition of Energy Solutions.,neutral
Shares of Cipla trade flat amid mixed market sentiment.,neutral
Investors exit Dr. Reddy's after disappointing Q1 guidance.,negative
Bajaj Finance reports a 15% rise in quarterly revenue.,positive
Shares of Bharti Airtel surge after strong Q2 results.,positive
Asian Paints announces leadership changes in key divisions.,neutral
HCL Technologies faces regulatory investigation over irregularities.,negative
Investors cheer as ITC secures major contract worth INR 2611 crore.,positive
Asian Paints schedules board meeting for Q3.,neutral
Shares of Mahindra & Mahindra trade flat amid mixed market sentiment.,neutral
Asian Paints faces regulatory investigation over irregularities.,negative
Wipro completes acquisition of Energy Solutions.,neutral
Wipro reports a 17% rise in quarterly revenue.,positive
Market participants await Mahindra & Mahindra quarterly results.,neutral
Bharti Airtel faces legal challenges impacting market confidence.,negative
Tech Mahindra completes acquisition of Industrial Group.,neutral
Kotak Mahindra Bank misses earnings estimates with 16% drop in profit.,negative
Wipro reports a 21% decline in net profit.,negative
ITC reports robust performance with revenue of INR 2740 crore in Q2.,positive
Regulatory action against SBI triggers sell-off.,negative
Maruti Suzuki announces organizational restructuring.,neutral
HDFC Bank posts losses of INR 1780 crore this quarter.,negative
UltraTech Cement announces organizational restructuring.,neutral
Shares of Titan Company trade flat amid mixed market sentiment.,neutral
Shares of Cipla fall after weak Q4 results.,negative
Maruti Suzuki stock hits 52-week high on strong demand.,positive
Sun Pharma faces legal challenges impacting market confidence.,negative
HCL Technologies schedules board meeting for Q1.,neutral
Analysts downgrade ITC citing poor performance.,negative
Infosys schedules board meeting for Q3.,neutral
Bharti Airtel announces 13% increase in dividend payout.,positive
Kotak Mahindra Bank announces 26% increase in dividend payout.,positive
Wipro stock plunges 23% amid concerns over debt levels.,negative
JSW Steel introduces a new product line in the domestic market.,neutral
Shares of Power Grid fall after weak Q3 results.,negative
Market participants await Tech Mahindra quarterly results.,neutral
Adani Ports misses earnings estimates with 15% drop in profit.,negative
Hindustan Unilever stock plunges 5% amid concerns over debt levels.,negative
JSW Steel beats market expectations with 28% profit growth.,positive
JSW Steel reports robust performance with revenue of INR 1985 crore in Q2.,positive
Regulatory action against Cipla triggers sell-off.,negative
Investors exit JSW Steel after disappointing Q2 guidance.,negative
UltraTech Cement misses earnings estimates with 22% drop in profit.,negative
Reliance Industries misses earnings estimates with 16% drop in profit.,negative
Market participants await Hindustan Unilever quarterly results.,neutral
UltraTech Cement misses earnings estimates with 23% drop in profit.,negative
Maruti Suzuki schedules board meeting for Q4.,neutral
Adani Ports beats market expectations with 31% profit growth.,positive
Analysts downgrade Infosys citing poor performance.,negative
Analysts downgrade HCL Technologies citing poor performance.,negative
Market participants await Mahindra & Mahindra quarterly results.,neutral
Shares of Maruti Suzuki trade flat amid mixed market sentiment.,neutral
Shares of Reliance Industries surge after strong Q3 results.,positive
Bharti Airtel announces leadership changes in key divisions.,neutral
Mahindra & Mahindra reports robust performance with revenue of INR 4111 crore in Q2.,positive
ITC posts record profits of INR 1716 crore.,positive
HDFC Bank introduces a new product line in the domestic market.,neutral
Tech Mahindra misses earnings estimates with 24% drop in profit.,negative
Dr. Reddy's faces legal challenges impacting market confidence.,negative
Shares of Maruti Suzuki trade flat amid mixed market sentiment.,neutral
Maruti Suzuki announces leadership changes in key divisions.,neutral
JSW Steel faces regulatory investigation over irregularities.,negative
Sun Pharma completes acquisition of Digital Services.,neutral
Shares of SBI trade flat amid mixed market sentiment.,neutral
Dr. Reddy's posts record profits of INR 3988 crore.,positive
SBI schedules board meeting for Q2.,neutral
Bharti Airtel faces legal challenges impacting market confidence.,negative
Mahindra & Mahindra faces legal challenges impacting market confidence.,negative
SBI stock hits 52-week high on strong demand.,positive
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Market participants await Mahindra & Mahindra quarterly results.,neutral
Investors exit Bajaj Finance after disappointing Q2 guidance.,negative
Shares of SBI fall after weak Q3 results.,negative
ICICI Bank announces leadership changes in key divisions.,neutral
UltraTech Cement completes acquisition of Energy Solutions.,neutral
Analysts downgrade TCS citing poor performance.,negative
Reliance Industries reports a 15% rise in quarterly revenue.,positive
Dr. Reddy's posts losses of INR 3729 crore this quarter.,negative
Shares of UltraTech Cement surge after strong Q4 results.,positive
SBI faces regulatory investigation over irregularities.,negative
HDFC Bank faces legal challenges impacting market confidence.,negative
Market participants await Hindustan Unilever quarterly results.,neutral
Shares of ITC fall after weak Q4 results.,negative
UltraTech Cement faces regulatory investigation over irregularities.,negative
Regulatory action against Sun Pharma triggers sell-off.,negative
UltraTech Cement misses earnings estimates with 24% drop in profit.,negative
Asian Paints stock hits 52-week high on strong demand.,positive
Bharti Airtel reports a 4% decline in net profit.,negative
Analysts downgrade Infosys citing poor performance.,negative
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Axis Bank reports a 24% decline in net profit.,negative
Investors exit Reliance Industries after disappointing Q4 guidance.,negative
Cipla announces leadership changes in key divisions.,neutral
Regulatory action against JSW Steel triggers sell-off.,negative
UltraTech Cement completes successful acquisition of Logistics Inc.,positive
Infosys posts record profits of INR 3803 crore.,positive
Investors cheer as Axis Bank secures major contract worth INR 3565 crore.,positive
Mahindra & Mahindra completes acquisition of Capital Ltd.,neutral
Investors exit Asian Paints after disappointing Q1 guidance.,negative
TCS completes successful acquisition of Tech Solutions.,positive
Infosys announces organizational restructuring.,neutral
Regulatory action against TCS triggers sell-off.,negative
Reliance Industries announces 32% increase in dividend payout.,positive
SBI announces organizational restructuring.,neutral
Investors exit Reliance Industries after disappointing Q3 guidance.,negative
Axis Bank stock plunges 13% amid concerns over debt levels.,negative
Kotak Mahindra Bank stock plunges 24% amid concerns over debt levels.,negative
Asian Paints reports robust performance with revenue of INR 1835 crore in Q2.,positive
Tata Motors completes acquisition of Logistics Inc.,neutral
Dr. Reddy's stock plunges 5% amid concerns over debt levels.,negative
Maruti Suzuki reports robust performance with revenue of INR 4808 crore in Q3.,positive
Mahindra & Mahindra faces regulatory investigation over irregularities.,negative
Mahindra & Mahindra faces regulatory investigation over irregularities.,negative
Shares of ITC fall after weak Q4 results.,negative
SBI beats market expectations with 9% profit growth.,positive
Shares of Kotak Mahindra Bank surge after strong Q4 results.,positive
Analysts downgrade Adani Ports citing poor performance.,negative
Market participants await Sun Pharma quarterly results.,neutral
Investors exit JSW Steel after disappointing Q4 guidance.,negative
Bajaj Finance announces organizational restructuring.,neutral
Regulatory action against Wipro triggers sell-off.,negative
Cipla schedules board meeting for Q3.,neutral
Cipla posts record profits of INR 3942 crore.,positive
Power Grid beats market expectations with 13% profit growth.,positive
Bharti Airtel faces legal challenges impacting market confidence.,negative
Investors exit Bajaj Finance after disappointing Q4 guidance.,negative
Market participants await Bharti Airtel quarterly results.,neutral
SBI posts losses of INR 1139 crore this quarter.,negative
ICICI Bank misses earnings estimates with 23% drop in profit.,negative
Cipla announces leadership changes in key divisions.,neutral
UltraTech Cement schedules board meeting for Q4.,neutral
Shares of Infosys trade flat amid mixed market sentiment.,neutral
Maruti Suzuki misses earnings estimates with 4% drop in profit.,negative
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Investors exit Dr. Reddy's after disappointing Q2 guidance.,negative
HCL Technologies stock hits 52-week high on strong demand.,positive
Adani Ports reports a 25% decline in net profit.,negative
Tech Mahindra introduces a new product line in the domestic market.,neutral
Reliance Industries faces regulatory investigation over irregularities.,negative
Analysts upgrade TCS on improved growth outlook.,positive
Asian Paints faces legal challenges impacting market confidence.,negative
Hindustan Unilever schedules board meeting for Q2.,neutral
Investors cheer as HCL Technologies secures major contract worth INR 3385 crore.,positive
ICICI Bank introduces a new product line in the domestic market.,neutral
Power Grid announces organizational restructuring.,neutral
Market participants await Reliance Industries quarterly results.,neutral
Shares of Tech Mahindra surge after strong Q4 results.,positive
Regulatory action against Sun Pharma triggers sell-off.,negative
Asian Paints beats market expectations with 15% profit growth.,positive
HDFC Bank announces leadership changes in key divisions.,neutral
Asian Paints stock plunges 4% amid concerns over debt levels.,negative
Power Grid reports robust performance with revenue of INR 1578 crore in Q3.,positive
Titan Company schedules board meeting for Q2.,neutral
Wipro faces regulatory investigation over irregularities.,negative
Investors exit SBI after disappointing Q3 guidance.,negative
Adani Ports announces 21% increase in dividend payout.,positive
Sun Pharma announces leadership changes in key divisions.,neutral
Regulatory action against SBI triggers sell-off.,negative
Kotak Mahindra Bank misses earnings estimates with 5% drop in profit.,negative
ICICI Bank posts record profits of INR 4739 crore.,positive
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Infosys completes acquisition of Digital Services.,neutral
Regulatory action against Power Grid triggers sell-off.,negative
Dr. Reddy's posts losses of INR 2512 crore this quarter.,negative
ITC reports robust performance with revenue of INR 1826 crore in Q4.,positive
HCL Technologies posts losses of INR 2805 crore this quarter.,negative
Infosys schedules board meeting for Q1.,neutral
Sun Pharma completes successful acquisition of Energy Solutions.,positive
ICICI Bank stock hits 52-week high on strong demand.,positive
Dr. Reddy's posts record profits of INR 3719 crore.,positive
Titan Company reports a 14% decline in net profit.,negative
Bharti Airtel announces leadership changes in key divisions.,neutral
HDFC Bank stock hits 52-week high on strong demand.,positive
Shares of HCL Technologies trade flat amid mixed market sentiment.,neutral
Bharti Airtel schedules board meeting for Q2.,neutral
Regulatory action against JSW Steel triggers sell-off.,negative
Reliance Industries beats market expectations with 13% profit growth.,positive
Asian Paints beats market expectations with 26% profit growth.,positive
Maruti Suzuki posts record profits of INR 3154 crore.,positive
Mahindra & Mahindra reports a 11% rise in quarterly revenue.,positive
Shares of Hindustan Unilever trade flat amid mixed market sentiment.,neutral
Adani Ports schedules board meeting for Q3.,neutral
HDFC Bank faces regulatory investigation over irregularities.,negative
Power Grid completes successful acquisition of Digital Services.,positive
TCS announces leadership changes in key divisions.,neutral
Dr. Reddy's schedules board meeting for Q3.,neutral
Asian Paints completes acquisition of Logistics Inc.,neutral
Shares of Cipla trade flat amid mixed market sentiment.,neutral
Shares of Asian Paints surge after strong Q3 results.,positive
Bharti Airtel announces leadership changes in key divisions.,neutral
Tata Motors stock plunges 22% amid concerns over debt levels.,negative
Analysts upgrade Asian Paints on improved growth outlook.,positive
Asian Paints faces legal challenges impacting market confidence.,negative
Regulatory action against Sun Pharma triggers sell-off.,negative
Mahindra & Mahindra announces organizational restructuring.,neutral
Reliance Industries introduces a new product line in the domestic market.,neutral
Dr. Reddy's schedules board meeting for Q2.,neutral
Regulatory action against Tech Mahindra triggers sell-off.,negative
Investors cheer as Axis Bank secures major contract worth INR 1731 crore.,positive
Axis Bank completes successful acquisition of Industrial Group.,positive
Tata Motors introduces a new product line in the domestic market.,neutral
Mahindra & Mahindra reports a 32% rise in quarterly revenue.,positive
Shares of Dr. Reddy's fall after weak Q1 results.,negative
Tech Mahindra posts record profits of INR 4316 crore.,positive
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
Maruti Suzuki stock hits 52-week high on strong demand.,positive
Tech Mahindra announces organizational restructuring.,neutral
